,State,Year,Quarter,District,Registered_User
9713,meghalaya,2019,1,west jaintia hills district,2276
9714,meghalaya,2019,1,west khasi hills district,1191
9715,meghalaya,2019,2,north garo hills district,1965
9716,meghalaya,2019,2,south west khasi hills district,448
9717,meghalaya,2019,2,west garo hills district,15673
9718,meghalaya,2019,2,south garo hills district,1640
9719,meghalaya,2019,2,east jaintia hills district,5580
9720,meghalaya,2019,2,south west garo hills district,1902
9721,meghalaya,2019,2,east khasi hills district,33377
9722,meghalaya,2019,2,east garo hills district,1855
9723,meghalaya,2019,2,ribhoi district,7894
9724,meghalaya,2019,2,west jaintia hills district,2846
9725,meghalaya,2019,2,west khasi hills district,1566
9726,meghalaya,2019,3,north garo hills district,2403
9727,meghalaya,2019,3,south west khasi hills district,521
9728,meghalaya,2019,3,west garo hills district,18509
9729,meghalaya,2019,3,south garo hills district,2020
9730,meghalaya,2019,3,east jaintia hills district,6371
9731,meghalaya,2019,3,south west garo hills district,2306
9732,meghalaya,2019,3,east khasi hills district,38761
9733,meghalaya,2019,3,east garo hills district,2313
9734,meghalaya,2019,3,ribhoi district,9007
9735,meghalaya,2019,3,west jaintia hills district,3346
9736,meghalaya,2019,3,west khasi hills district,1838
9737,meghalaya,2019,4,north garo hills district,2871
9738,meghalaya,2019,4,south west khasi hills district,619
9739,meghalaya,2019,4,west garo hills district,21300
9740,meghalaya,2019,4,south garo hills district,2434
9741,meghalaya,2019,4,east jaintia hills district,7343
9742,meghalaya,2019,4,south west garo hills district,2757
9743,meghalaya,2019,4,east khasi hills district,43484
9744,meghalaya,2019,4,east garo hills district,2788
9745,meghalaya,2019,4,ribhoi district,10308
9746,meghalaya,2019,4,west jaintia hills district,3946
9747,meghalaya,2019,4,west khasi hills district,2180
9748,meghalaya,2020,1,north garo hills district,3311
9749,meghalaya,2020,1,south west khasi hills district,724
9750,meghalaya,2020,1,west garo hills district,24124
9751,meghalaya,2020,1,south garo hills district,2810
9752,meghalaya,2020,1,east jaintia hills district,8368
9753,meghalaya,2020,1,south west garo hills district,3234
9754,meghalaya,2020,1,east khasi hills district,49251
9755,meghalaya,2020,1,east garo hills district,3251
9756,meghalaya,2020,1,ribhoi district,11689
9757,meghalaya,2020,1,west jaintia hills district,4530
9758,meghalaya,2020,1,west khasi hills district,2522
9759,meghalaya,2020,2,north garo hills district,4318
9760,meghalaya,2020,2,south west khasi hills district,934
9761,meghalaya,2020,2,west garo hills district,29492
9762,meghalaya,2020,2,south garo hills district,3590
9763,meghalaya,2020,2,east jaintia hills district,9695
9764,meghalaya,2020,2,south west garo hills district,4266
9765,meghalaya,2020,2,east khasi hills district,57322
9766,meghalaya,2020,2,east garo hills district,4132
9767,meghalaya,2020,2,ribhoi district,13550
9768,meghalaya,2020,2,west jaintia hills district,5717
9769,meghalaya,2020,2,west khasi hills district,3195
9770,meghalaya,2020,3,north garo hills district,5242
9771,meghalaya,2020,3,south west khasi hills district,1169
9772,meghalaya,2020,3,west garo hills district,34201
9773,meghalaya,2020,3,south garo hills district,4370
9774,meghalaya,2020,3,east jaintia hills district,11084
9775,meghalaya,2020,3,south west garo hills district,5082
9776,meghalaya,2020,3,east khasi hills district,65268
9777,meghalaya,2020,3,east garo hills district,5002
9778,meghalaya,2020,3,ribhoi district,15427
9779,meghalaya,2020,3,west jaintia hills district,6997
9780,meghalaya,2020,3,west khasi hills district,3899
9781,meghalaya,2020,4,north garo hills district,5914
9782,meghalaya,2020,4,south west khasi hills district,1364
9783,meghalaya,2020,4,west garo hills district,37988
9784,meghalaya,2020,4,south garo hills district,5006
9785,meghalaya,2020,4,east jaintia hills district,12337
9786,meghalaya,2020,4,south west garo hills district,5772
9787,meghalaya,2020,4,east khasi hills district,72639
9788,meghalaya,2020,4,east garo hills district,5777
9789,meghalaya,2020,4,ribhoi district,17198
9790,meghalaya,2020,4,west jaintia hills district,7968
9791,meghalaya,2020,4,west khasi hills district,4484
9792,meghalaya,2021,1,north garo hills district,6392
9793,meghalaya,2021,1,south west khasi hills district,1479
9794,meghalaya,2021,1,west garo hills district,40993
9795,meghalaya,2021,1,south garo hills district,5439
9796,meghalaya,2021,1,east jaintia hills district,13460
9797,meghalaya,2021,1,south west garo hills district,6276
9798,meghalaya,2021,1,east khasi hills district,78429
9799,meghalaya,2021,1,east garo hills district,6237
9800,meghalaya,2021,1,ribhoi district,18641
9801,meghalaya,2021,1,west jaintia hills district,8665
9802,meghalaya,2021,1,west khasi hills district,4858
9803,meghalaya,2021,2,north garo hills district,6951
9804,meghalaya,2021,2,south west khasi hills district,1616
9805,meghalaya,2021,2,west garo hills district,44151
9806,meghalaya,2021,2,south garo hills district,5922
9807,meghalaya,2021,2,east jaintia hills district,14530
9808,meghalaya,2021,2,south west garo hills district,6835
9809,meghalaya,2021,2,east khasi hills district,84124
9810,meghalaya,2021,2,east garo hills district,6754
9811,meghalaya,2021,2,ribhoi district,20098
9812,meghalaya,2021,2,west jaintia hills district,9409
9813,meghalaya,2021,2,west khasi hills district,5296
9814,meghalaya,2021,3,north garo hills district,7584
9815,meghalaya,2021,3,south west khasi hills district,1802
9816,meghalaya,2021,3,west garo hills district,47869
9817,meghalaya,2021,3,south garo hills district,6442
9818,meghalaya,2021,3,east jaintia hills district,15847
9819,meghalaya,2021,3,south west garo hills district,7531
9820,meghalaya,2021,3,east khasi hills district,90505
9821,meghalaya,2021,3,east garo hills district,7389
9822,meghalaya,2021,3,ribhoi district,21875
9823,meghalaya,2021,3,west jaintia hills district,10337
9824,meghalaya,2021,3,west khasi hills district,5884
9825,meghalaya,2021,4,north garo hills district,8212
9826,meghalaya,2021,4,south west khasi hills district,1986
9827,meghalaya,2021,4,west garo hills district,51617
9828,meghalaya,2021,4,south garo hills district,7005
9829,meghalaya,2021,4,east jaintia hills district,17115
9830,meghalaya,2021,4,south west garo hills district,8197
9831,meghalaya,2021,4,east khasi hills district,96942
9832,meghalaya,2021,4,east garo hills district,8015
9833,meghalaya,2021,4,ribhoi district,23562
9834,meghalaya,2021,4,west jaintia hills district,11189
9835,meghalaya,2021,4,west khasi hills district,6428
9836,meghalaya,2022,1,north garo hills district,8795
9837,meghalaya,2022,1,south west khasi hills district,2130
9838,meghalaya,2022,1,west garo hills district,55028
9839,meghalaya,2022,1,south garo hills district,7508
9840,meghalaya,2022,1,east jaintia hills district,18301
9841,meghalaya,2022,1,south west garo hills district,8758
9842,meghalaya,2022,1,east khasi hills district,102838
9843,meghalaya,2022,1,east garo hills district,8578
9844,meghalaya,2022,1,ribhoi district,25112
9845,meghalaya,2022,1,west jaintia hills district,11952
9846,meghalaya,2022,1,west khasi hills district,6839
9847,meghalaya,2022,2,north garo hills district,9312
9848,meghalaya,2022,2,south west khasi hills district,2239
9849,meghalaya,2022,2,west garo hills district,58178
9850,meghalaya,2022,2,south garo hills district,7922
9851,meghalaya,2022,2,east jaintia hills district,19314
9852,meghalaya,2022,2,south west garo hills district,9266
9853,meghalaya,2022,2,east khasi hills district,108330
9854,meghalaya,2022,2,east garo hills district,9052
9855,meghalaya,2022,2,ribhoi district,26541
9856,meghalaya,2022,2,west jaintia hills district,12593
9857,meghalaya,2022,2,west khasi hills district,7196
9858,meghalaya,2022,3,north garo hills district,9773
9859,meghalaya,2022,3,south west khasi hills district,2308
9860,meghalaya,2022,3,west garo hills district,61273
9861,meghalaya,2022,3,south garo hills district,8265
9862,meghalaya,2022,3,east jaintia hills district,20320
9863,meghalaya,2022,3,south west garo hills district,9735
9864,meghalaya,2022,3,east khasi hills district,113816
9865,meghalaya,2022,3,east garo hills district,9484
9866,meghalaya,2022,3,ribhoi district,27844
9867,meghalaya,2022,3,west jaintia hills district,13176
9868,meghalaya,2022,3,west khasi hills district,7493
9869,meghalaya,2022,4,north garo hills district,10145
9870,meghalaya,2022,4,south west khasi hills district,2366
9871,meghalaya,2022,4,west garo hills district,63792
9872,meghalaya,2022,4,south garo hills district,8553
9873,meghalaya,2022,4,east jaintia hills district,21201
9874,meghalaya,2022,4,south west garo hills district,10062
9875,meghalaya,2022,4,east khasi hills district,118978
9876,meghalaya,2022,4,east garo hills district,9846
9877,meghalaya,2022,4,ribhoi district,29041
9878,meghalaya,2022,4,west jaintia hills district,13633
9879,meghalaya,2022,4,west khasi hills district,7705
9880,meghalaya,2023,1,north garo hills district,10580
9881,meghalaya,2023,1,south west khasi hills district,2429
9882,meghalaya,2023,1,west garo hills district,66808
9883,meghalaya,2023,1,south garo hills district,8897
9884,meghalaya,2023,1,east jaintia hills district,22122
9885,meghalaya,2023,1,south west garo hills district,10504
9886,meghalaya,2023,1,east khasi hills district,124181
9887,meghalaya,2023,1,east garo hills district,10235
9888,meghalaya,2023,1,ribhoi district,30369
9889,meghalaya,2023,1,west jaintia hills district,14218
9890,meghalaya,2023,1,west khasi hills district,7981
9891,meghalaya,2023,2,north garo hills district,11135
9892,meghalaya,2023,2,south west khasi hills district,2566
9893,meghalaya,2023,2,west garo hills district,69925
9894,meghalaya,2023,2,south garo hills district,9386
9895,meghalaya,2023,2,east jaintia hills district,23231
9896,meghalaya,2023,2,south west garo hills district,11073
9897,meghalaya,2023,2,east khasi hills district,129260
9898,meghalaya,2023,2,east garo hills district,10727
9899,meghalaya,2023,2,ribhoi district,31744
9900,meghalaya,2023,2,west jaintia hills district,14912
9901,meghalaya,2023,2,west khasi hills district,8423
9902,meghalaya,2023,3,north garo hills district,11624
9903,meghalaya,2023,3,south west khasi hills district,2709
9904,meghalaya,2023,3,west garo hills district,73025
9905,meghalaya,2023,3,south garo hills district,9809
9906,meghalaya,2023,3,east jaintia hills district,24260
9907,meghalaya,2023,3,south west garo hills district,11626
9908,meghalaya,2023,3,east khasi hills district,134378
9909,meghalaya,2023,3,east garo hills district,11212
9910,meghalaya,2023,3,ribhoi district,33175
9911,meghalaya,2023,3,west jaintia hills district,15633
9912,meghalaya,2023,3,west khasi hills district,8831
9913,mizoram,2018,1,serchhip district,299
9914,mizoram,2018,1,aizawl district,4550
9915,mizoram,2018,1,lunglei district,879
9916,mizoram,2018,1,mamit district,316
9917,mizoram,2018,1,lawngtlai district,474
9918,mizoram,2018,1,kolasib district,486
9919,mizoram,2018,1,champhai district,358
9920,mizoram,2018,1,saiha district,231
9921,mizoram,2018,2,serchhip district,440
9922,mizoram,2018,2,aizawl district,6211
9923,mizoram,2018,2,lunglei district,1241
9924,mizoram,2018,2,mamit district,435
9925,mizoram,2018,2,lawngtlai district,607
9926,mizoram,2018,2,kolasib district,692
9927,mizoram,2018,2,champhai district,501
9928,mizoram,2018,2,saiha district,295
9929,mizoram,2018,3,serchhip district,633
9930,mizoram,2018,3,aizawl district,8460
9931,mizoram,2018,3,lunglei district,1751
9932,mizoram,2018,3,mamit district,599
9933,mizoram,2018,3,lawngtlai district,922
9934,mizoram,2018,3,kolasib district,1012
9935,mizoram,2018,3,champhai district,729
9936,mizoram,2018,3,saiha district,396
9937,mizoram,2018,4,serchhip district,857
9938,mizoram,2018,4,aizawl district,11131
9939,mizoram,2018,4,lunglei district,2391
9940,mizoram,2018,4,mamit district,835
9941,mizoram,2018,4,lawngtlai district,1254
9942,mizoram,2018,4,kolasib district,1393
9943,mizoram,2018,4,champhai district,1001
9944,mizoram,2018,4,saiha district,503
9945,mizoram,2019,1,serchhip district,1047
9946,mizoram,2019,1,aizawl district,13422
9947,mizoram,2019,1,lunglei district,2910
9948,mizoram,2019,1,mamit district,1096
9949,mizoram,2019,1,lawngtlai district,1648
9950,mizoram,2019,1,kolasib district,1730
9951,mizoram,2019,1,champhai district,1179
9952,mizoram,2019,1,saiha district,638
9953,mizoram,2019,2,serchhip district,1295
9954,mizoram,2019,2,aizawl district,15934
9955,mizoram,2019,2,lunglei district,3575
9956,mizoram,2019,2,mamit district,1428
9957,mizoram,2019,2,lawngtlai district,2133
9958,mizoram,2019,2,kolasib district,2120
9959,mizoram,2019,2,champhai district,1429
9960,mizoram,2019,2,saiha district,782
9961,mizoram,2019,3,serchhip district,1512
9962,mizoram,2019,3,aizawl district,18992
9963,mizoram,2019,3,lunglei district,4197
9964,mizoram,2019,3,mamit district,1655
9965,mizoram,2019,3,lawngtlai district,2647
9966,mizoram,2019,3,kolasib district,2497
9967,mizoram,2019,3,champhai district,1733
9968,mizoram,2019,3,saiha district,901
9969,mizoram,2019,4,serchhip district,1735
9970,mizoram,2019,4,aizawl district,21865
9971,mizoram,2019,4,lunglei district,4926
9972,mizoram,2019,4,mamit district,1996
9973,mizoram,2019,4,lawngtlai district,3255
9974,mizoram,2019,4,kolasib district,2929
9975,mizoram,2019,4,champhai district,2067
9976,mizoram,2019,4,saiha district,1036
9977,mizoram,2020,1,serchhip district,1992
9978,mizoram,2020,1,aizawl district,25253
9979,mizoram,2020,1,lunglei district,5778
9980,mizoram,2020,1,mamit district,2379
9981,mizoram,2020,1,lawngtlai district,3996
9982,mizoram,2020,1,kolasib district,3360
9983,mizoram,2020,1,champhai district,2448
9984,mizoram,2020,1,saiha district,1293
9985,mizoram,2020,2,serchhip district,2379
9986,mizoram,2020,2,aizawl district,29637
9987,mizoram,2020,2,lunglei district,7006
9988,mizoram,2020,2,mamit district,2911
9989,mizoram,2020,2,lawngtlai district,4977
9990,mizoram,2020,2,kolasib district,4022
9991,mizoram,2020,2,champhai district,3052
9992,mizoram,2020,2,saiha district,1590
9993,mizoram,2020,3,serchhip district,2871
9994,mizoram,2020,3,aizawl district,36225
9995,mizoram,2020,3,lunglei district,8442
9996,mizoram,2020,3,mamit district,3597
9997,mizoram,2020,3,lawngtlai district,6412
9998,mizoram,2020,3,kolasib district,4923
9999,mizoram,2020,3,champhai district,3883
10000,mizoram,2020,3,saiha district,1962
10001,mizoram,2020,4,serchhip district,3313
10002,mizoram,2020,4,aizawl district,41500
10003,mizoram,2020,4,lunglei district,9794
10004,mizoram,2020,4,mamit district,4083
10005,mizoram,2020,4,lawngtlai district,7618
10006,mizoram,2020,4,kolasib district,5599
10007,mizoram,2020,4,champhai district,4550
10008,mizoram,2020,4,saiha district,2274
10009,mizoram,2021,1,serchhip district,3582
10010,mizoram,2021,1,aizawl district,45103
10011,mizoram,2021,1,lunglei district,10638
